"scaffold","start","end","mid","sites","pi_S_HUE_T","pi_S_COT_S","dxy_S_HUE_T_S_COT_S","Fst_S_HUE_T_S_COT_S","S_S_HUE_T_egg","S_S_COT_S_egg","Pi_S_HUE_T_egg","Pi_S_COT_S_egg","thetaW_S_HUE_T_egg","thetaW_S_COT_S_egg","D_S_HUE_T_egg","D_S_COT_S_egg","lseff_S_HUE_T_egg","lseff_S_COT_S_egg","FstWC_S_HUE_T_S_COT_S_egg","Dxy_S_HUE_T_S_COT_S_egg","lseff_S_HUE_T_S_COT_S_egg","col"
"CM008238.1_RagTag",19450001,19500000,19480072,18729,0.0502,0.0513,0.0509,0.0021,"1846","1673","621.2365","583.1008","679.2116","615.5585","-0.4461","-0.2756",12628,10875,"-0.0139","0.0579",3498,"#000000"
"CM008238.1_RagTag",19500001,19550000,19523497,21212,0.0553,0.0619,0.0602,0.0138,"1947","2502","664.3492","847.2127","716.3732","920.5782","-0.3796","-0.4166",11983,13871,"0.0279","0.0682",4332,"#020000"
"CM008238.1_RagTag",19550001,19600000,19581512,3079,0.0115,0.0088,0.0115,0.0635,"39","26","10.7381","8.9508","14.3495","9.5664","-1.2742","-0.3208",827,1046,"0.0108","0.0193",274,"#120000"
"CM008238.1_RagTag",19600001,19650000,19618377,2008,0.0103,0.0145,0.0118,0,"18","22","4.7619","6.3349","6.6229","8.0946","-1.373","-1.0747",352,330,"-0.0251","0.0231",134,"#000000"
"CM008238.1_RagTag",19650001,19700000,19674341,2788,0.0088,0.0147,0.0118,0.0018,"15","26","5.9087","9.5063","5.5191","10.0275","0.3407","-0.274",746,537,"-0.0826","0.0153",51,"#000000"
"CM008238.1_RagTag",19700001,19750000,19727464,1887,0.023,0.0207,0.0269,0.1096,"35","37","12.1675","12.7119","12.8778","13.6137","-0.2783","-0.3348",479,455,"0.1423","0.051",134,"#210000"
"CM008238.1_RagTag",19750001,19800000,19777848,3071,0.0098,0.009,0.01,0.0358,"48","42","16.0063","15.6214","17.661","15.4534","-0.4771","0.0552",1571,1433,"0.0588","0.004",420,"#0A0000"
"CM008238.1_RagTag",19800001,19850000,19823529,2899,0.0046,0.0033,0.0043,0.0358,"21","14","6.3468","4.6468","7.7267","5.1511","-0.8806","-0.4699",1196,1028,"None","0.0",100,"#0A0000"
"CM008238.1_RagTag",19850001,19900000,19875135,1524,0.0085,0.009,0.0092,0.03,"18","11","5.4325","3.073","6.6229","3.8883","-0.8782","-0.9389",603,264,"-0.0606","0.0064",138,"#070000"
"CM008238.1_RagTag",19900001,19950000,19925304,2905,0.0111,0.0147,0.0132,0.0112,"26","36","9.5611","14.3659","9.5664","13.2457","-0.0027","0.427",737,746,"0.0621","0.0189",201,"#020000"
"CM008238.1_RagTag",19950001,20000000,19967394,3909,0.0122,0.0119,0.0134,0.0544,"46","58","13.3119","20.8587","16.9251","21.3403","-1.086","-0.1155",1019,1607,"0.045","0.0214",406,"#0F0000"
"CM008238.1_RagTag",20000001,20050000,20022214,1924,0.0141,0.0174,0.0175,0.0544,"25","31","9.2183","10.004","9.1984","11.406","0.0107","-0.6173",498,628,"0.0324","0.0229",132,"#0F0000"
"CM008238.1_RagTag",20050001,20100000,20068704,2588,0.0128,0.0245,0.0154,0,"18","28","7.2032","9.4849","6.9421","10.3022","0.1946","-0.3968",563,202,"None","None",0,"#000000"
"CM008238.1_RagTag",20100001,20150000,20137524,1719,0.0142,0.0161,0.0183,0.1,"23","29","7.5905","9.0968","8.4625","10.6702","-0.5106","-0.7385",415,584,"0.1587","0.0213",195,"#1E0000"
"CM008238.1_RagTag",20150001,20200000,20174306,22290,0.0096,0.0092,0.0119,0.1209,"61","72","21.9087","22.3706","22.4442","26.4915","-0.1222","-0.7992",2081,2122,"0.2066","0.0163",385,"#260000"
"CM008238.1_RagTag",20200001,20250000,20222406,20980,0.0074,0.0123,0.0109,0.0542,"100","67","38.4008","24.0365","36.7937","24.6518","0.2255","-0.1281",5218,1638,"0.1229","0.0211",376,"#0F0000"
"CM008238.1_RagTag",20250001,20300000,20273246,19108,0.0327,0.04,0.036,0,"79","108","31.5556","41.9984","29.067","39.7372","0.4405","0.2941",854,826,"-0.0273","0.0974",177,"#000000"
"CM008238.1_RagTag",20300001,20350000,20326087,18623,0.0172,0.0206,0.0192,0.0083,"41","43","18.1659","15.6683","15.0854","16.584","1.0354","-0.296",962,629,"-0.0203","0.0378",55,"#020000"
"CM008238.1_RagTag",20350001,20400000,20373737,18686,0.0254,0.0215,0.0251,0.0354,"76","66","26.3484","23.0627","27.9632","24.2838","-0.2969","-0.2579",888,856,"-0.0129","0.0345",220,"#0A0000"
"CM008238.1_RagTag",20400001,20450000,20423853,14742,0.0287,0.0299,0.0303,0.0164,"153","173","54.7595","61.281","56.2943","63.6531","-0.1414","-0.1935",1614,1741,"-0.0001","0.047",532,"#050000"
"CM008238.1_RagTag",20450001,20500000,20477131,16169,0.0213,0.0208,0.0214,0.0094,"123","133","43.4079","43.6008","45.2562","48.9356","-0.2114","-0.5646",1681,1609,"-0.0402","0.072",198,"#020000"
"CM008238.1_RagTag",20500001,20550000,20528959,15026,0.0047,0.0029,0.0042,0.053,"14","8","4.3397","3.0929","5.1511","2.9435","-0.7561","0.2303",1177,897,"-0.0207","0.0026",329,"#0F0000"
"CM008238.1_RagTag",20550001,20600000,20575319,15501,0.0112,0.0117,0.0114,0,"167","260","52.8087","79.3087","61.4455","95.6636","-0.7295","-0.8897",4424,6405,"-0.021","0.0157",1539,"#000000"
"CM008238.1_RagTag",20600001,20650000,20624152,20307,0.0142,0.0134,0.0141,0.0102,"431","487","143.431","160.6349","158.5808","179.1853","-0.4982","-0.54",9832,11978,"-0.0206","0.0174",5314,"#020000"
"CM008238.1_RagTag",20650001,20700000,20671230,17189,0.016,0.0162,0.0158,0,"369","300","130.3952","103.4571","135.7687","110.3811","-0.2063","-0.3267",8121,6230,"-0.0394","0.0223",2353,"#000000"
"CM008238.1_RagTag",20700001,20750000,20727062,17472,0.0168,0.0198,0.0184,0.0017,"259","172","95.177","65.319","95.2957","63.2852","-0.0065","0.1668",5936,3212,"-0.0476","0.0243",1239,"#000000"
"CM008238.1_RagTag",20750001,20800000,20772711,17968,0.0116,0.0124,0.0123,0.0133,"139","128","50.2008","44.546","51.1432","47.0959","-0.0955","-0.2803",4076,3129,"-0.0162","0.017",1220,"#020000"
"CM008238.1_RagTag",20800001,20850000,20826505,12179,0.0306,0.0321,0.0318,0.0067,"632","751","208.6397","226.8413","223.403","265.4678","-0.3313","-0.7297",6570,7058,"-0.0003","0.0359",5168,"#000000"
"CM008238.1_RagTag",20850001,20900000,20874593,10104,0.037,0.0352,0.0364,0.0037,"1183","1136","359.719","344.0563","418.1737","401.5598","-0.7015","-0.7186",10028,10031,"0.0077","0.0347",9888,"#000000"
"CM008238.1_RagTag",20900001,20950000,20924840,10404,0.0385,0.0378,0.0383,0.0023,"1251","1227","386.346","382.2024","442.2107","433.727","-0.6341","-0.5962",10276,10340,"0.0038","0.0364",10136,"#000000"
"CM008238.1_RagTag",20950001,21000000,20975245,10770,0.029,0.0308,0.0306,0.0112,"781","817","254.8603","275.1556","276.0724","288.7979","-0.3854","-0.2369",9042,9073,"0.0233","0.0295",8467,"#020000"
"CM008238.1_RagTag",21000001,21050000,21025192,13357,0.0453,0.0489,0.0502,0.0332,"1657","1835","561.8905","604.2587","585.7259","648.6464","-0.2043","-0.3436",12624,12717,"0.0638","0.0487",11929,"#0A0000"
"CM008238.1_RagTag",21050001,21100000,21074601,13874,0.0649,0.0636,0.0654,0.0091,"2548","2488","839.5","824.7635","900.6817","879.4726","-0.3411","-0.3124",13487,13528,"0.0133","0.0615",12938,"#020000"
"CM008238.1_RagTag",21100001,21150000,21121358,11875,0.0631,0.0652,0.0641,0,"1618","1728","542.7016","561.6397","571.94","610.8234","-0.2566","-0.4043",8827,8863,"0.0008","0.0613",8107,"#000000"
"CM008238.1_RagTag",21150001,21200000,21175769,14394,0.0522,0.0524,0.0523,0,"2035","2031","665.0349","661.3524","719.3435","717.9296","-0.3791","-0.3957",13189,13085,"-0.0051","0.052",11640,"#000000"
"CM008238.1_RagTag",21200001,21250000,21227978,6592,0.0239,0.0189,0.0223,0.0215,"50","24","17.731","9.2262","18.3968","8.8305","-0.1845","0.2225",673,472,"-0.0438","0.0144",275,"#050000"
"CM008238.1_RagTag",21250001,21300000,21278963,8711,0.0394,0.0433,0.0413,0,"1002","1114","319.1008","350.3262","354.1927","393.7831","-0.4971","-0.5538",8243,8242,"0.0001","0.04",8015,"#000000"
"CM008238.1_RagTag",21300001,21350000,21326069,11102,0.0477,0.046,0.0471,0.0029,"1647","1579","512.4587","492.654","582.1911","558.154","-0.6013","-0.5891",11014,10981,"0.0056","0.0452",10785,"#000000"
"CM008238.1_RagTag",21350001,21400000,21375497,11556,0.0447,0.0453,0.0454,0.0049,"1597","1642","497.7571","505.4381","564.5168","580.4236","-0.5937","-0.6486",11469,11459,"0.0096","0.0432",11231,"#000000"
"CM008238.1_RagTag",21400001,21450000,21425252,12445,0.0394,0.0422,0.0427,0.0248,"1364","1486","447.9206","490.5516","482.1546","525.2798","-0.3564","-0.3319",11810,11957,"0.0404","0.042",10491,"#070000"
"CM008238.1_RagTag",21450001,21500000,21475724,14078,0.0589,0.0614,0.0612,0.0095,"2340","2448","754.7119","774.5167","827.1567","865.3331","-0.4398","-0.527",13292,13103,"0.0164","0.0584",11974,"#020000"
"CM008238.1_RagTag",21500001,21550000,21521973,14763,0.0354,0.0371,0.0369,0.0086,"1133","1132","366.8944","359.6802","400.4994","400.1459","-0.4211","-0.5075",10357,9732,"0.0012","0.0402",7848,"#020000"
"CM008238.1_RagTag",21550001,21600000,21575041,13023,0.0489,0.0521,0.052,0.0157,"1785","1918","597.6111","621.5246","630.9721","677.9857","-0.2655","-0.4181",12471,12197,"0.0245","0.0498",11330,"#020000"
"CM008238.1_RagTag",21600001,21650000,21625122,12480,0.0543,0.0556,0.0562,0.0123,"1972","2048","638.6556","649.6","697.0739","723.9388","-0.4208","-0.5156",12241,12193,"0.0224","0.0524",11845,"#020000"
"CM008238.1_RagTag",21650001,21700000,21675473,12561,0.0627,0.0637,0.0646,0.0115,"2208","2242","712.1794","719.2286","780.4966","792.5151","-0.4395","-0.4644",11744,11707,"0.0206","0.0612",10976,"#020000"
"CM008238.1_RagTag",21700001,21750000,21723690,11125,0.0561,0.053,0.0553,0.0069,"1832","1756","591.9397","567.4929","647.5859","620.721","-0.4314","-0.4305",10925,10975,"0.0126","0.0516",10602,"#000000"
"CM008238.1_RagTag",21750001,21800000,21775369,13678,0.0632,0.0649,0.0656,0.0125,"2432","2491","789.8119","816.2476","859.6774","880.533","-0.4081","-0.3666",12964,13163,"0.0212","0.062",12369,"#020000"
"CM008238.1_RagTag",21800001,21850000,21824717,13368,0.0643,0.0635,0.0655,0.0125,"2313","2186","734.4516","724.454","817.6126","772.7199","-0.5108","-0.3137",11845,11834,"0.0151","0.0607",10788,"#020000"
"CM008238.1_RagTag",21850001,21900000,21877254,13611,0.0622,0.0636,0.0641,0.0093,"2367","2557","773.5516","803.4087","836.7008","903.8631","-0.379","-0.5581",12994,13122,"0.0154","0.0598",12090,"#020000"
"CM008238.1_RagTag",21900001,21950000,21923463,16521,0.0747,0.0724,0.0744,0.0063,"3056","2988","993.7429","981.3222","1080.2525","1056.2155","-0.4022","-0.3561",13970,14165,"0.0052","0.0703",12138,"#000000"
"CM008238.1_RagTag",21950001,22000000,21974748,15330,0.0705,0.0725,0.0725,0.0075,"2870","3058","941.281","960.6405","1014.5041","1080.9595","-0.3625","-0.559",13862,13730,"0.0149","0.0687",12818,"#000000"
"CM008238.1_RagTag",22000001,22050000,22024270,14927,0.0693,0.0681,0.0697,0.0072,"2974","2812","954.2222","916.7976","1051.2667","994.002","-0.4636","-0.3901",14451,14077,"0.0121","0.0646",12565,"#000000"
"CM008238.1_RagTag",22050001,22100000,22074890,15448,0.0628,0.0653,0.0653,0.0099,"2471","2619","813.9198","842.5444","873.4633","925.7792","-0.3423","-0.4515",13401,13328,"0.0163","0.0623",11962,"#020000"
"CM008238.1_RagTag",22100001,22150000,22125219,14241,0.0715,0.0703,0.0731,0.016,"2829","2886","950.4563","933.2675","1000.0112","1020.1599","-0.2489","-0.4278",13947,13888,"0.0301","0.0675",13023,"#050000"
"CM008238.1_RagTag",22150001,22200000,22174072,15551,0.0707,0.0706,0.0712,0.0037,"2864","2941","900.4286","932.9151","1012.3832","1039.6016","-0.5554","-0.5154",13122,13773,"0.0027","0.0679",11737,"#000000"
"CM008238.1_RagTag",22200001,22250000,22225847,13051,0.0664,0.0672,0.0672,0.0037,"2522","2526","804.7222","813.7778","891.4911","892.905","-0.4888","-0.445",12633,12543,"0.0056","0.063",12042,"#000000"
"CM008238.1_RagTag",22250001,22300000,22272723,10743,0.057,0.0578,0.0596,0.0191,"1441","1500","477.2492","486.2198","509.373","530.2286","-0.3166","-0.4167",8495,8620,"0.0289","0.0579",8117,"#050000"
"CM008238.1_RagTag",22300001,22350000,22328002,9665,0.0336,0.0359,0.0354,0.0095,"425","449","139.2929","138.7103","156.3732","158.7151","-0.5695","-0.6313",3909,3839,"0.0029","0.0453",2433,"#020000"
"CM008238.1_RagTag",22350001,22400000,22375323,16423,0.0665,0.0633,0.0658,0.007,"3082","3041","981.1841","951.2294","1089.4431","1074.9502","-0.4991","-0.5781",15283,15688,"0.0093","0.0628",14208,"#000000"
"CM008238.1_RagTag",22400001,22450000,22425761,15813,0.0677,0.0646,0.067,0.007,"2613","2610","873.5683","851.8056","923.6583","922.5978","-0.2723","-0.3853",13308,13918,"0.0086","0.065",11775,"#000000"
"CM008238.1_RagTag",22450001,22500000,22476098,12478,0.0657,0.0671,0.0671,0.0057,"2418","2510","782.0992","794.7294","854.7286","887.2493","-0.4267","-0.5237",12303,12294,"0.0082","0.0628",11723,"#000000"
"CM008238.1_RagTag",22500001,22550000,22524700,16153,0.0696,0.0691,0.07,0.0048,"3159","3076","1021.1921","994.1944","1116.6615","1087.3222","-0.4294","-0.4302",15262,14988,"0.0079","0.0675",13776,"#000000"
"CM008238.1_RagTag",22550001,22600000,22578073,13135,0.0695,0.0662,0.0678,0,"2425","2266","802.023","757.0437","857.203","800.9987","-0.3233","-0.2756",12068,11775,"-0.0058","0.0646",10557,"#000000"
"CM008238.1_RagTag",22600001,22650000,22625644,16043,0.0721,0.0733,0.0735,0.0058,"3211","3313","1059.1222","1079.3413","1135.0428","1171.0983","-0.3359","-0.3935",15307,15352,"0.0109","0.0694",14106,"#000000"
"CM008238.1_RagTag",22650001,22700000,22673837,15318,0.0713,0.0706,0.0729,0.0142,"2888","2982","942.9333","941.1405","1020.8669","1054.0945","-0.3834","-0.5382",13873,14068,"0.0201","0.0688",12738,"#020000"
"CM008238.1_RagTag",22700001,22750000,22722541,8097,0.0404,0.0402,0.0407,0.0053,"739","729","238.5254","233.4333","261.226","257.6911","-0.4358","-0.4721",6013,5929,"0.0019","0.0391",5499,"#000000"
"CM008238.1_RagTag",22750001,22800000,22777213,13587,0.0679,0.0681,0.0693,0.0096,"2514","2371","803.7095","777.1976","888.6632","838.1147","-0.4801","-0.365",12079,11704,"0.0155","0.0669",10806,"#020000"
"CM008238.1_RagTag",22800001,22850000,22824852,14269,0.0757,0.0772,0.0777,0.0089,"2941","3118","1000.9183","1019.8341","1039.6016","1102.1686","-0.1869","-0.3752",13868,13780,"0.0147","0.0731",12870,"#020000"
"CM008238.1_RagTag",22850001,22900000,22874923,13341,0.0695,0.0721,0.0711,0.0025,"2566","2641","845.8","863.4087","907.0445","933.5559","-0.3391","-0.3774",12620,12523,"0.0039","0.0669",11693,"#000000"
"CM008238.1_RagTag",22900001,22950000,22925351,14331,0.068,0.0677,0.069,0.0085,"2755","2796","899.9238","891.7754","973.8533","988.3462","-0.3813","-0.4907",13703,13629,"0.0142","0.0653",12731,"#020000"
"CM008238.1_RagTag",22950001,23000000,22975616,14817,0.0769,0.0788,0.0791,0.0082,"2936","3126","1006.0508","1043.0159","1037.8342","1104.9965","-0.1538","-0.2817",13658,13797,"0.0136","0.0749",12551,"#020000"
"CM008238.1_RagTag",23000001,23050000,23021361,10375,0.0511,0.0502,0.0524,0.0188,"1275","1298","421.1008","419.9373","450.6943","458.8245","-0.3296","-0.4254",8391,8670,"0.0337","0.0503",7766,"#050000"
"CM008238.1_RagTag",23050001,23100000,23076929,11989,0.0545,0.0592,0.0585,0.0151,"1874","2071","625.6786","669.8952","662.4323","732.069","-0.2786","-0.4265",11848,11751,"0.0265","0.0549",11404,"#020000"
"CM008238.1_RagTag",23100001,23150000,23125036,14430,0.0692,0.0727,0.0729,0.0139,"2661","2891","893.4952","937.4667","940.6256","1021.9273","-0.2516","-0.4151",13523,13419,"0.0211","0.0683",12155,"#020000"
"CM008238.1_RagTag",23150001,23200000,23176463,14699,0.0485,0.0514,0.0514,0.015,"1426","1485","463.681","480.2048","504.0707","524.9264","-0.4022","-0.4277",9971,9353,"0.0222","0.0548",7535,"#020000"
"CM008238.1_RagTag",23200001,23250000,23218033,11424,0.0215,0.0224,0.0219,0,"551","587","184.7","183.3857","194.7707","207.4961","-0.2591","-0.5825",8693,8506,"-0.0084","0.0245",6169,"#000000"
"CM008238.1_RagTag",23250001,23300000,23280201,7282,0.0312,0.0302,0.031,0.0052,"349","344","119.781","109.0238","123.3665","121.5991","-0.1454","-0.5175",3742,3639,"0.0116","0.0322",3414,"#000000"
"CM008238.1_RagTag",23300001,23350000,23325732,16050,0.0714,0.077,0.0762,0.014,"2898","3084","937.2992","987.6532","1024.4017","1090.1501","-0.427","-0.4722",13620,13301,"0.0201","0.0721",12193,"#020000"
"CM008238.1_RagTag",23350001,23400000,23375608,15884,0.0712,0.071,0.0715,0.0023,"3079","3102","996.9516","983.9746","1088.3827","1096.5128","-0.4219","-0.5155",14580,14417,"0.0048","0.0665",13121,"#000000"
"CM008238.1_RagTag",23400001,23450000,23424284,16450,0.07,0.0706,0.072,0.0128,"3043","3138","993.6746","986.0294","1075.6572","1109.2383","-0.3828","-0.5579",14907,14528,"0.0176","0.0674",13391,"#020000"
"CM008238.1_RagTag",23450001,23500000,23474896,14657,0.0626,0.0659,0.0659,0.013,"2535","2679","845.7397","868.0659","896.0864","946.9884","-0.2822","-0.4185",13879,13720,"0.0218","0.0624",11958,"#020000"
"CM008238.1_RagTag",23500001,23550000,23525288,15529,0.0723,0.0693,0.0726,0.0133,"2957","2909","976.9802","942.3865","1045.2574","1028.2901","-0.3281","-0.4196",14027,14255,"0.0232","0.068",12591,"#020000"
"CM008238.1_RagTag",23550001,23600000,23574811,16416,0.069,0.0677,0.0704,0.0153,"2883","2870","958.5111","914.4484","1019.0995","1014.5041","-0.2986","-0.4953",14615,14220,"0.0199","0.0673",12466,"#020000"
"CM008238.1_RagTag",23600001,23650000,23625206,14075,0.0711,0.0759,0.0743,0.0057,"2902","3148","933.4675","985.854","1025.8157","1112.7732","-0.4521","-0.5728",13605,13513,"0.0099","0.0698",12580,"#000000"
"CM008238.1_RagTag",23650001,23700000,23674516,14879,0.0784,0.0722,0.076,0.005,"3157","2991","1052.6849","982.1635","1115.9546","1057.2759","-0.2848","-0.3568",14164,14171,"0.0072","0.0707",12926,"#000000"
"CM008238.1_RagTag",23700001,23750000,23725942,14504,0.0719,0.0751,0.0741,0.0049,"2842","3018","910","956.727","1004.6065","1066.82","-0.473","-0.5183",13223,13300,"0.0069","0.0696",12024,"#000000"
"CM008238.1_RagTag",23750001,23800000,23775253,14020,0.0729,0.0724,0.0728,0.001,"2963","2879","938.0992","941.4619","1047.3783","1017.6855","-0.524","-0.3762",13389,13409,"-0.0007","0.0689",12662,"#000000"
"CM008238.1_RagTag",23800001,23850000,23824520,13770,0.0788,0.0773,0.0781,5e-04,"3160","3035","1020.3802","985.5611","1117.015","1072.8293","-0.4345","-0.4085",13445,13352,"0.001","0.0737",12775,"#000000"
"CM008238.1_RagTag",23850001,23900000,23875320,14106,0.071,0.0681,0.0708,0.0093,"2707","2695","923.0635","886.4754","956.886","952.6441","-0.1775","-0.3488",13527,13577,"0.0122","0.0658",12246,"#020000"
"CM008238.1_RagTag",23900001,23950000,23922359,12813,0.0728,0.0708,0.0734,0.0119,"2508","2498","849.3095","814.9873","886.5423","883.0074","-0.2109","-0.3868",12186,11998,"0.0207","0.0684",10672,"#020000"
"CM008238.1_RagTag",23950001,24000000,23975519,15575,0.0719,0.0733,0.0767,0.0288,"2881","3028","1002.3865","1007.1302","1018.3925","1070.3549","-0.0789","-0.2967",14428,14279,"0.0505","0.0726",12877,"#070000"
"CM008238.1_RagTag",24000001,24050000,24025423,16279,0.0715,0.0664,0.0708,0.0141,"3013","2890","1011.1571","937.7294","1065.0526","1021.5739","-0.2542","-0.4122",14731,14867,"0.0208","0.0671",12919,"#020000"
"CM008238.1_RagTag",24050001,24100000,24075351,15746,0.0717,0.0738,0.0738,0.0078,"3169","3228","1037.1865","1059.0333","1120.1964","1141.052","-0.3722","-0.361",15005,14915,"0.0153","0.0687",13630,"#000000"
"CM008238.1_RagTag",24100001,24150000,24124039,17875,0.0765,0.0761,0.0774,0.0078,"3561","3589","1204.8413","1168.3183","1258.7628","1268.6604","-0.2152","-0.3973",16512,16069,"0.0148","0.074",14092,"#000000"
"CM008238.1_RagTag",24150001,24200000,24173941,16157,0.0764,0.0741,0.0776,0.016,"2841","2896","946.4365","930.95","1004.2531","1023.6948","-0.2891","-0.455",12803,12933,"0.0249","0.074",11183,"#050000"
"CM008238.1_RagTag",24200001,24250000,24224985,16111,0.0663,0.0628,0.0668,0.0179,"2909","2763","920.2857","873.0746","1028.2901","976.6812","-0.5275","-0.5328",14455,14507,"0.0308","0.0642",12887,"#050000"
"CM008238.1_RagTag",24250001,24300000,24274688,17402,0.0764,0.0781,0.0783,0.0071,"3462","3344","1140.1119","1122.8421","1223.7677","1182.0564","-0.3433","-0.2516",15503,14963,"0.0115","0.0746",13104,"#000000"
"CM008238.1_RagTag",24300001,24350000,24325900,17139,0.0775,0.0736,0.0763,0.0055,"3583","3341","1154.027","1101.7317","1266.5395","1180.9959","-0.4462","-0.3371",15593,15654,"0.0061","0.0728",13227,"#000000"
"CM008238.1_RagTag",24350001,24400000,24375420,15761,0.0816,0.0791,0.0809,0.0036,"3543","3517","1157.0444","1138.3135","1252.4001","1243.2094","-0.3824","-0.4238",14819,15174,"0.0064","0.0749",13450,"#000000"
"CM008238.1_RagTag",24400001,24450000,24424636,16532,0.0772,0.0795,0.0806,0.0145,"3331","3485","1116.6675","1163.5881","1177.4611","1231.8979","-0.2593","-0.2785",15070,15282,"0.0272","0.0762",13493,"#020000"
"CM008238.1_RagTag",24450001,24500000,24472863,15258,0.079,0.0803,0.0801,0.0027,"3182","3187","1025.2833","1045.023","1124.7917","1126.5591","-0.4443","-0.3635",13656,13710,"0.0021","0.0749",12543,"#000000"
"CM008238.1_RagTag",24500001,24550000,24525220,17422,0.0755,0.0741,0.0756,0.0053,"2445","2390","777.2817","755.6317","864.2727","844.831","-0.5055","-0.5302",10765,10720,"0.0011","0.0728",7938,"#000000"
