# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "12" "-p" "--countReadPairs" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/scratch/leuven/357/vsc35707/annotation/func-annotation/results/08_minimal_annotation/braker.minimal.annotated.gtf" "-o" "/scratch/leuven/357/vsc35707/rna-seq/counts/gene_counts.txt" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam
g11759	CHR8;CHR8;CHR8	6154925;6157056;6157264	6155063;6157202;6157358	+;+;+	381	126	241	180	259	156	188	84	166	84	249	59	62
g11760	CHR8;CHR8;CHR8	6160141;6167920;6170806	6160174;6168066;6170909	+;+;+	285	193	215	219	196	167	166	102	134	74	331	161	90
g11761	CHR8;CHR8	6178905;6179414	6178924;6180299	+;+	906	6	8	6	4	3	5	4	5	4	13	4	7
g11762	CHR8	6179367	6180299	+	933	0	0	0	0	0	0	0	1	0	0	0	0
g11763	CHR8;CHR8	6183076;6183304	6183245;6184069	-;-	936	236	97	78	105	93	89	139	103	64	149	162	173
g11764	CHR8;CHR8;CHR8	6184905;6185086;6188209	6185019;6185214;6188756	+;+;+	792	571	1065	818	688	638	448	665	738	521	892	713	735
g11765	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6260590;6261148;6262269;6262551;6262711;6262927	6260886;6261912;6262495;6262649;6262871;6262946	-;-;-;-;-;-	1569	694	389	553	908	579	522	513	560	777	634	689	797
g11766	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6263328;6264258;6265274;6267636;6267882;6268128;6268274	6264202;6264468;6266648;6267825;6268071;6268213;6268436	+;+;+;+;+;+;+	3090	352	416	461	316	357	397	363	413	410	405	454	417
g11767	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6268671;6268671;6268963;6268963;6269145;6269867;6269867;6270129;6270129	6268682;6268682;6269088;6269088;6269261;6270072;6270072;6270252;6270252	+;+;+;+;+;+;+;+;+	585	37715	33400	36241	29741	31825	40709	33523	44102	44867	53611	50186	62428
g11768	CHR8	6345714	6346136	-	423	0	0	0	0	0	0	0	1	0	0	1	0
g11769	CHR8	6436776	6438617	+	1842	0	10	1	2	0	18	5	8	6	0	6	7
g11770	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6479745;6479745;6481203;6481203;6481770;6481770;6485747;6485747;6487617;6487617;6496825;6496825;6512869;6512869;6517786;6517786	6479983;6479983;6481443;6481443;6482068;6482068;6485877;6485889;6487737;6487737;6496928;6496928;6513232;6513232;6517882;6517882	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1608	2	1	21	0	1	2	4	2	4	2	8	2
g11771	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6573299;6573972;6574153;6574451;6578037;6583149;6583149;6585927;6585927;6586315;6586315;6586574;6586574;6588824;6588824	6573511;6574088;6574387;6574692;6578099;6583319;6583319;6586170;6586170;6586517;6586517;6586706;6586706;6588951;6588951	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1749	2345	3457	3555	3466	2891	3810	2768	3420	3786	2766	4142	3440
g11772	CHR8;CHR8;CHR8;CHR8	6636863;6649346;6653151;6669097	6639732;6649523;6653476;6669118	-;-;-;-	3396	408	443	441	259	221	338	223	471	169	234	239	386
g11773	CHR8;CHR8;CHR8;CHR8	6712118;6714380;6715828;6718569	6712141;6714604;6716063;6719001	+;+;+;+	918	152	335	143	173	201	52	68	176	61	91	68	84
g11774	CHR8;CHR8;CHR8	6723729;6724211;6725548	6723941;6724449;6725947	+;+;+	852	1596	1445	1185	1117	1524	466	81	255	61	789	99	629
g11775	CHR8;CHR8;CHR8;CHR8;CHR8	6729430;6729619;6731542;6731865;6733465	6729554;6729914;6731799;6732048;6733777	+;+;+;+;+	1176	84	293	285	110	156	149	313	424	303	318	375	354
g11776	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6742609;6742609;6748432;6748432;6758917;6758917;6761009;6761502;6761502;6761728;6761728;6762009;6762009;6763247;6763247	6742641;6742641;6748594;6748594;6759287;6759287;6761188;6761672;6761672;6761956;6761956;6762272;6762272;6763452;6763452	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1617	6327	3212	3081	2855	3775	2213	4643	4782	5230	5353	4351	3642
g11777	CHR8;CHR8;CHR8;CHR8	6766832;6769151;6769466;6769808	6766952;6769307;6769738;6770084	+;+;+;+	828	12888	12816	12531	8917	8441	12244	14961	16036	17725	13971	21220	14706
g11778	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6770888;6771567;6773489;6776659;6776804;6777176;6779081;6779231;6779455;6779643	6770992;6771660;6773658;6776748;6777118;6777407;6779175;6779394;6779588;6779824	+;+;+;+;+;+;+;+;+;+	1581	327	422	492	432	303	295	670	943	715	1032	751	485
g11779	CHR8	6812413	6812643	+	231	53	150	105	117	60	94	175	142	111	110	241	212
g11780	CHR8;CHR8;CHR8;CHR8;CHR8	6822295;6822622;6822720;6823019;6823302	6822373;6822659;6822959;6823240;6823469	+;+;+;+;+	747	5738	10637	8111	8203	6875	5589	4744	7637	4937	6957	5991	5238
g11781	CHR8;CHR8	6825217;6825462	6825395;6825663	+;+	381	6282	6918	5523	7164	5679	4344	2885	5182	3602	4469	3938	3611
g11782	CHR8;CHR8;CHR8;CHR8;CHR8	6829367;6829857;6831661;6832330;6832547	6829410;6829972;6831796;6832480;6832549	+;+;+;+;+	450	11351	8840	7303	10335	8475	6954	3811	6477	4990	5804	5465	4747
g11783	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6834415;6834704;6835076;6835226;6835467;6835637;6838050;6838246;6838465;6838715;6843602	6834643;6834882;6835162;6835409;6835576;6835745;6838190;6838400;6838650;6838877;6843777	-;-;-;-;-;-;-;-;-;-;-	1719	130	174	81	46	103	44	37	115	42	39	22	218
g11784	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6863805;6863890;6864108;6864467;6864536;6864748;6864748	6863831;6864041;6864189;6864690;6864690;6864862;6864862	+;+;+;+;+;+;+	600	4180	2485	2119	2263	1622	2095	3853	3073	3503	4857	3781	3639
g11785	CHR8	6866462	6868306	+	1845	778	811	777	522	725	616	589	777	832	627	779	657
g11786	CHR8;CHR8;CHR8	6880264;6885290;6886955	6880396;6885571;6887988	+;+;+	1449	193	584	693	512	217	237	350	601	450	534	342	467
g11787	CHR8;CHR8	7044055;7044382	7044618;7044618	+;+	564	4920	2233	2198	3068	2123	3366	3545	2957	1205	2931	3175	5277
g11788	CHR8;CHR8;CHR8	7294374;7297029;7301136	7294559;7297362;7301407	+;+;+	792	630	234	289	312	257	210	343	483	210	589	494	378
g11789	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7316419;7316419;7316578;7316578;7319629;7319629;7319962;7319962;7320080;7320080;7325291;7325291;7328604;7328604;7328887;7328887;7329057;7329057;7342619;7349640;7354066;7376066;7429116;7456268	7316518;7316518;7316822;7316822;7319900;7319900;7320017;7320017;7320186;7320186;7325651;7325651;7328728;7328728;7328982;7328982;7329236;7329188;7342681;7349866;7354167;7376330;7429328;7456330	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2475	11	28	275	28	27	29	69	48	51	21	94	34
g11790	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7471183;7478845;7489898;7495221;7504509;7512580;7521228;7530487;7542235;7560979;7578726;7663959	7471350;7479127;7490131;7495321;7504721;7512755;7521316;7530563;7542272;7561234;7578830;7664144	-;-;-;-;-;-;-;-;-;-;-;-	1926	66	453	360	164	132	196	627	532	510	235	1057	366
g11791	CHR8;CHR8;CHR8;CHR8;CHR8	7679178;7679320;7679499;7685538;7685798	7679261;7679428;7679712;7685746;7685829	+;+;+;+;+	648	233	135	100	114	93	218	151	192	104	251	196	233
g11792	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7687275;7687275;7687275;7687418;7687418;7687418;7687582;7687582;7687582;7687842;7687842;7687842;7687974;7687974;7687974;7688209;7688209	7687355;7687355;7687355;7687526;7687526;7687526;7687789;7687789;7687789;7687918;7687918;7687918;7688164;7688150;7688123;7688243;7688243	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	701	1084	1014	1209	1038	848	939	735	919	726	1116	939	778
g11793	CHR8;CHR8;CHR8;CHR8	7688370;7689889;7690087;7690264	7688728;7690033;7690211;7690348	-;-;-;-	714	3105	2120	2395	2821	1922	2269	1853	1561	1837	1984	2109	2400
g11794	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7697394;7699502;7700485;7700731;7702166;7703735;7705281;7706050	7697713;7699675;7700592;7700917;7702624;7704216;7705810;7706081	-;-;-;-;-;-;-;-	2292	420	532	556	547	551	744	605	695	714	693	782	1088
g11795	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7707963;7708768;7709355;7709718;7710774;7711058;7712802;7713077;7714722;7716217;7716504	7708049;7708855;7709593;7710251;7710997;7711236;7712973;7713275;7714965;7716435;7716673	-;-;-;-;-;-;-;-;-;-;-	2355	8065	16429	12456	11516	9969	9941	8390	12852	9134	11398	9955	9698
g11796	CHR8;CHR8	7717054;7717116	7717056;7717469	+;+	357	595	298	282	326	316	263	587	279	349	622	524	480
g11797	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7718144;7719652;7720048;7720225;7721475;7722053	7718724;7719973;7720157;7720381;7721870;7722475	-;-;-;-;-;-	1989	1258	2722	2244	2093	1889	2049	1874	2771	1741	2066	2286	2398
g11798	CHR8;CHR8;CHR8;CHR8	7723656;7723972;7726119;7727194	7723908;7725035;7726549;7727344	+;+;+;+	1899	1086	876	1625	1467	1331	1743	1036	1113	1876	1278	1717	1310
g11799	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7730370;7730418;7730475;7732564;7732564;7733370;7733370	7730417;7730613;7730613;7732862;7732862;7733537;7733537	-;-;-;-;-;-;-	711	1103	1217	1331	1251	1002	1493	1080	1126	1191	1185	1305	1229
g11800	CHR8;CHR8;CHR8;CHR8;CHR8	7734141;7734141;7734269;7734269;7734954	7734212;7734212;7734503;7734511;7734985	+;+;+;+;+	347	1060	680	575	601	546	461	632	581	566	897	778	710
g11801	CHR8	7735092	7735439	-	348	196	82	63	102	109	91	132	136	80	170	143	117
g11802	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7735870;7736034;7736284;7736890;7737166;7738287	7735975;7736224;7736832;7737107;7737509;7738420	+;+;+;+;+;+	1542	38	39	28	36	28	23	43	36	38	37	39	42
g11803	CHR8	7738656	7739609	-	954	0	0	0	0	0	0	0	0	0	0	0	0
g11804	CHR8;CHR8;CHR8	7738656;7739748;7739748	7739689;7739811;7739811	-;-;-	1098	13	11	6	12	7	6	16	14	5	16	5	9
g11805	CHR8;CHR8;CHR8;CHR8	7740337;7740739;7741073;7742433	7740682;7741013;7741403;7742647	+;+;+;+	1167	589	560	786	734	623	672	564	568	430	723	727	711
g11806	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7764696;7764864;7765003;7765243;7766061;7766267;7766707;7767189;7767400;7767863;7768625;7768895;7769097;7770183	7764809;7764949;7765185;7765657;7766206;7766455;7766839;7767324;7767592;7768127;7768830;7769035;7769235;7770308	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2472	215	408	293	220	219	231	365	532	351	371	406	499
g11807	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7771384;7771384;7771598;7771598;7771888;7771888;7772094;7772094;7772217;7772217;7772637;7772637;7772799;7772799;7772986;7772986;7773330;7773330	7771527;7771542;7771827;7771827;7772029;7772029;7772161;7772161;7772437;7772437;7772735;7772735;7772927;7772927;7773266;7773266;7773485;7773485	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1485	3599	3604	3416	3500	3544	2573	1913	2587	1838	2837	2173	1986
g11808	CHR8;CHR8;CHR8	7773896;7774170;7774356	7774115;7774297;7774421	-;-;-	414	408	284	246	280	231	235	260	342	355	400	348	464
g11809	CHR8;CHR8	7774529;7775627	7774896;7775927	+;+	669	120	89	50	70	86	93	86	120	83	105	105	127
g11810	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7781059;7781851;7782031;7783217;7783467;7784549;7786868;7787866;7804004;7808090;7808418;7809164	7781186;7781970;7782211;7783399;7783833;7784757;7786990;7787990;7804262;7808356;7808721;7809285	-;-;-;-;-;-;-;-;-;-;-;-	2388	474	2416	3037	1838	1289	2360	3316	3529	3054	3716	4340	5153
g11811	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7811551;7811551;7811941;7811941;7812877;7812877;7813112;7813112;7814999;7814999;7815232;7815232;7815612;7815612;7815775;7815775	7811706;7811742;7812067;7812067;7813053;7813053;7813271;7813271;7815171;7815171;7815551;7815551;7815717;7815717;7815971;7815971	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1452	1116	1613	1101	1173	1275	1733	1123	1344	973	1178	1825	1622
g11812	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7816801;7819653;7819683;7820716;7820716;7821526;7821526;7823222;7823222	7816818;7819737;7819737;7820818;7820818;7821643;7821643;7824031;7824031	-;-;-;-;-;-;-;-;-	1134	6252	6748	7369	6830	5338	8118	5481	6137	4744	5752	7652	7173
g11813	CHR8;CHR8;CHR8	7830146;7835757;7843392	7830410;7835938;7843703	+;+;+	759	299	320	305	278	181	334	517	808	810	415	1001	500
g11814	CHR8;CHR8;CHR8;CHR8;CHR8	7845401;7845585;7845908;7847474;7850087	7845431;7845842;7846155;7847839;7850161	-;-;-;-;-	978	7453	9945	5768	5887	3085	5175	13078	22201	14153	9670	13656	11471
g11815	CHR8;CHR8;CHR8;CHR8;CHR8	7851409;7851639;7851953;7852882;7855320	7851439;7851896;7852200;7853250;7855394	-;-;-;-;-	981	3287	4820	4203	3868	3852	3515	2785	4276	2473	3538	3291	2239
g11816	CHR8;CHR8;CHR8	7869780;7870774;7872389	7869987;7870943;7872694	+;+;+	684	9	7	9	7	3	3	7	6	11	14	7	5
g11817	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7873373;7874290;7874507;7876553;7876878;7879202;7884853;7887516	7873425;7874410;7874758;7876707;7877083;7879481;7884955;7887692	-;-;-;-;-;-;-;-	1347	6444	13154	14125	11073	8448	12322	9280	14327	10777	9686	13245	13516
g11818	CHR8;CHR8;CHR8;CHR8;CHR8	7889142;7890680;7890894;7891103;7891412	7889292;7890835;7891049;7891350;7891417	-;-;-;-;-	717	464	301	324	289	275	253	269	237	180	364	303	295
g11819	CHR8;CHR8;CHR8	7891736;7891946;7894295	7891880;7892357;7894967	+;+;+	1230	3038	4721	4067	4754	3573	4579	5107	7122	6123	5020	5304	7545
g11820	CHR8;CHR8;CHR8	7897055;7897055;7897188	7897705;7897121;7897705	+;+;+	651	2441	933	1013	1243	741	998	1054	1089	911	1512	1548	1302
g11821	CHR8;CHR8;CHR8	7905069;7907868;7909517	7905248;7908240;7909611	+;+;+	648	2538	3934	3443	3360	6306	1847	425	448	205	148	125	32
g11822	CHR8;CHR8;CHR8	7912865;7919617;7921634	7913035;7919989;7921728	+;+;+	639	17986	47512	28840	23787	28995	10369	16434	15944	20163	18868	14413	15170
g11823	CHR8;CHR8;CHR8	7924874;7926480;7927222	7925044;7926855;7927316	+;+;+	642	1874	15797	5133	4773	7542	693	4854	3419	3516	5327	3424	5262
g11824	CHR8;CHR8;CHR8;CHR8	7935466;7938997;7939841;7941504	7935547;7939107;7940037;7941593	+;+;+;+	480	6811	3552	3222	4906	3319	3480	3986	3490	3934	4525	5224	6020
g11825	CHR8;CHR8;CHR8;CHR8	7946354;7946489;7948381;7948613	7946426;7946593;7948544;7948702	+;+;+;+	432	188	159	183	131	145	46	121	128	67	91	171	122
g11826	CHR8;CHR8;CHR8;CHR8;CHR8	7953838;7958313;7958472;7960340;7960553	7954682;7958412;7958576;7960495;7960609	+;+;+;+;+	1263	0	1	0	0	0	0	0	24	0	1	1	2
g11827	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7962940;7963132;7963389;7964845;7965881;7966153;7967141;7967358;7967604	7963052;7963302;7964201;7965277;7966091;7966468;7967297;7967524;7967799	+;+;+;+;+;+;+;+;+	2577	2916	4553	7461	6399	4881	7914	7464	8210	10636	8522	8346	12135
g11828	CHR8;CHR8	7971178;7971366	7971295;7971733	+;+	486	817	630	912	889	721	1140	904	848	1602	918	1035	1286
g11829	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	7972371;7972452;7972605;7972605;7973723;7973723;7973895;7973895;7975112;7975112;7975382;7975382;7975555;7975555;7975800;7975800;7976076;7976076;7976468;7976468;7978186;7978186	7972539;7972539;7972725;7972725;7973834;7973834;7974020;7974020;7975322;7975322;7975494;7975494;7975740;7975740;7975913;7975913;7976407;7976407;7976690;7976690;7978356;7978356	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1878	2586	3403	4723	5071	3558	2856	2537	4902	1951	1858	3650	1483
g11830	CHR8;CHR8;CHR8	7985125;7989475;7994703	7985639;7991554;7995380	+;+;+	3273	3834	10063	16755	15471	10947	18846	14273	17103	25699	17663	17071	25878
g11831	CHR8	7999096	7999416	-	321	43	18	40	38	51	62	62	40	30	49	46	28
g11832	CHR8;CHR8	8002216;8004764	8004117;8005414	+;+	2553	941	2396	4294	3354	2546	5202	3739	4391	6482	4426	4664	5906
g11833	CHR8;CHR8;CHR8	8009745;8009863;8013267	8009800;8010079;8013479	-;-;-	486	20	17	29	11	15	15	33	5	6	12	11	12
g11834	CHR8;CHR8;CHR8;CHR8	8019073;8020908;8021278;8021526	8019155;8021215;8021464;8021685	+;+;+;+	738	68	69	86	68	52	72	231	125	53	204	282	122
g11835	CHR8;CHR8;CHR8;CHR8;CHR8	8022189;8022453;8022620;8022953;8023284	8022290;8022564;8022813;8023221;8023488	+;+;+;+;+	882	6064	4271	4538	4990	5194	4927	2949	3661	3372	3335	3375	3248
g11836	CHR8;CHR8	8025148;8025540	8025482;8026848	+;+	1644	1401	959	1162	908	809	922	1481	1102	670	1400	1797	1507
g11837	CHR8;CHR8;CHR8	8027206;8027721;8029335	8027659;8027873;8029867	+;+;+	1140	2018	1568	2336	2578	1792	2694	2811	2117	3456	2914	3270	3133
g11838	CHR8;CHR8;CHR8	8030596;8030783;8031033	8030727;8030972;8031298	+;+;+	588	502	334	386	367	549	354	262	352	271	278	352	201
g11839	CHR8;CHR8;CHR8;CHR8	8031348;8031544;8031719;8032178	8031484;8031661;8032120;8032222	-;-;-;-	702	382	231	190	211	215	225	374	360	259	305	580	436
g11840	CHR8	8102476	8103126	+	651	0	0	0	0	0	0	0	0	0	0	0	0
g11841	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	8136477;8136477;8138264;8138264;8138753;8138753;8139213;8139213;8141491;8141491;8143160;8143160;8144695;8144695;8144938;8144938;8145283;8145283;8145476;8145476;8149873;8149873;8150090;8150090;8151551;8151551;8151835;8151835;8153966;8153966;8154603;8154603;8157125;8157125;8162410;8162410;8173568;8173568;8176106;8176106;8177258;8177258;8180283;8180283;8187298;8187298;8219177;8219177;8255927;8255927	8136811;8136811;8138419;8138419;8138840;8138825;8139550;8139550;8141631;8141631;8143453;8143453;8144880;8144880;8145225;8145225;8145416;8145416;8145719;8145719;8150028;8150028;8150338;8150338;8151775;8151775;8152005;8152005;8154394;8154394;8154776;8154776;8157244;8157244;8162703;8162703;8173775;8173775;8176338;8176338;8177483;8177483;8180549;8180549;8187557;8187557;8219443;8219443;8256281;8256281	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5838	18	51	63	27	31	51	170	192	233	179	298	164
g11842	CHR8	8428540	8429241	-	702	0	0	0	0	0	0	0	0	0	0	0	0
g11843	CHR8	8659038	8660561	-	1524	2644	4093	4091	3784	3675	5521	4714	3044	4232	5263	4968	6168
g11844	CHR8	8715920	8716723	+	804	0	0	0	0	0	0	0	0	0	0	0	0
g11845	CHR8;CHR8;CHR8;CHR8	8726469;8726907;8727217;8727620	8726834;8727158;8727314;8727647	-;-;-;-	744	33137	30399	36990	36770	28955	35755	26075	32468	30062	29288	35988	31060
g11846	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	8730492;8730710;8731041;8731274;8731480;8731897;8732013	8730650;8730988;8731215;8731421;8731839;8731959;8732070	-;-;-;-;-;-;-	1242	1791	1129	1262	1451	1441	1261	1230	1420	1291	1249	1622	1379
g11847	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	8732959;8733129;8733451;8733934;8734314;8734715;8735621	8733073;8733391;8733765;8734252;8734654;8734951;8735686	-;-;-;-;-;-;-	1656	151744	160238	175023	159437	137316	168960	105376	162458	126115	118062	154093	136208
g11848	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	8736136;8736338;8736516;8736702;8736922;8737141;8737359	8736278;8736461;8736646;8736868;8737084;8737183;8737361	-;-;-;-;-;-;-	774	6193	6191	5660	6312	6053	5245	3522	4606	3939	4469	4547	4213
g11849	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	8738093;8738263;8738486;8738671;8738999;8739237;8739493;8739702	8738111;8738429;8738617;8738935;8739174;8739437;8739647;8739783	+;+;+;+;+;+;+;+	1197	20904	20522	28475	24451	17049	22010	15100	26857	16463	20712	16541	24035
g11850	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	8739963;8740121;8740429;8740673;8741168;8741354;8742602;8742814;8742858;8742957;8743199;8743199;8743384;8743384;8743538;8743538;8743656;8743656	8740061;8740372;8740616;8741110;8741297;8741529;8742752;8742903;8743134;8743134;8743327;8743327;8743481;8743481;8743601;8743601;8743726;8743726	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2117	882	870	879	926	817	841	845	1369	943	840	1095	1011
g11851	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	8748530;8750453;8750817;8753508;8753952;8754683	8748715;8750592;8751001;8753896;8754240;8754708	-;-;-;-;-;-	1215	143	276	423	300	264	526	493	637	428	450	553	649
g11852	CHR8;CHR8;CHR8	8752308;8752575;8752816	8752325;8752751;8753049	+;+;+	429	53	50	35	37	41	18	20	21	24	18	37	19
g11853	CHR8;CHR8	8755263;8755434	8755658;8755658	+;+	396	65220	48411	50621	51536	54104	51481	43745	74444	69973	62032	67370	71124
g11854	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	8755882;8757725;8757851;8757989;8758104;8759555;8759716;8759954;8760093;8760189	8756135;8757786;8757928;8758045;8758508;8759656;8759838;8760040;8760129;8760222	-;-;-;-;-;-;-;-;-;-	1239	2185	1915	2667	3013	2046	3167	3223	1727	2397	2837	3576	3405
g11855	CHR8	8758070	8758375	-	306	0	0	0	0	0	0	0	0	0	0	0	0
